Unnamed: 0,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe
2662,46.0,3,13.0,3,5.0,3.0,8.0,0,4,1,1.0,27543.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
540,28.0,1,6.0,3,5.0,4.0,1.0,1,2,1,0.0,17216.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2639,38.0,1,28.0,4,3.0,5.0,3.0,1,3,0,3.0,22242.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4029,38.0,3,10.0,3,4.0,3.0,4.0,0,3,0,2.0,26106.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
2163,36.0,3,9.0,2,4.0,3.0,2.0,1,1,1,0.0,25325.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
2777,44.0,1,14.0,3,4.0,5.0,2.0,0,5,1,1.0,28663.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1839,31.0,1,15.0,2,4.0,4.0,1.0,1,3,1,0.0,17657.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
4154,40.0,1,7.0,4,4.0,3.0,2.0,0,3,1,1.0,20910.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3221,22.0,1,17.0,3,5.0,5.0,3.0,0,3,1,1.0,20094.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
921,28.0,1,6.0,2,3.0,3.0,1.0,1,4,0,0.0,17154.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
3862,39.0,1,13.0,4,5.0,3.0,4.0,0,4,1,2.0,23999.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
4191,39.0,3,14.0,3,2.0,5.0,3.0,1,3,1,2.0,24283.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
4561,36.0,1,32.0,4,5.0,4.0,5.0,0,3,1,2.0,29581.0,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False
1049,30.0,3,22.0,3,3.0,3.0,1.0,0,3,0,2.0,20301.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4697,42.0,1,14.0,3,2.0,3.0,3.0,0,3,0,1.0,22054.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
2232,26.0,1,8.0,2,3.0,5.0,7.0,1,5,0,0.0,17042.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
2201,20.0,1,17.0,3,4.0,5.0,2.0,1,3,1,2.0,17600.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3147,39.0,3,17.0,3,4.0,3.0,3.0,1,3,0,2.0,24344.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
2378,33.0,3,31.0,2,4.0,4.0,3.0,1,5,1,0.0,23380.0,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
2658,31.0,1,10.0,3,4.0,5.0,7.0,1,4,1,2.0,21335.0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
3276,38.0,1,32.0,3,5.0,3.0,2.0,0,3,0,2.0,24409.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
3319,45.0,1,36.0,3,4.0,3.0,3.0,0,5,1,2.0,23219.0,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
2635,28.0,1,16.0,3,4.0,4.0,3.0,0,3,1,1.0,20957.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3448,27.0,1,14.0,4,2.0,5.0,2.0,0,1,1,1.0,22256.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
4462,44.0,3,22.0,3,5.0,3.0,5.0,0,5,1,1.0,25482.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
2153,25.0,3,25.0,2,4.0,4.0,2.0,1,1,0,1.0,17413.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
1500,33.0,1,8.0,3,3.0,3.0,5.0,0,3,0,2.0,17496.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
791,35.0,3,10.0,2,3.0,5.0,1.0,1,4,1,1.0,24582.0,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4282,41.0,3,29.0,4,5.0,3.0,4.0,1,3,1,1.0,25058.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
1224,26.0,1,23.0,3,5.0,3.0,2.0,0,3,0,2.0,17305.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3049,39.0,1,19.0,3,5.0,5.0,4.0,0,5,1,1.0,24966.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
2200,30.0,1,14.0,3,1.0,5.0,1.0,1,1,0,2.0,26416.0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2987,45.0,1,31.0,3,6.0,3.0,4.0,0,3,0,2.0,22386.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
971,51.0,1,17.0,2,4.0,4.0,4.0,0,1,0,1.0,28142.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1576,50.0,1,6.0,3,3.0,4.0,4.0,1,1,0,2.0,33172.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1212,34.0,1,25.0,2,4.0,3.0,2.0,0,4,1,1.0,17929.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
554,27.0,1,13.0,2,4.0,5.0,1.0,0,3,1,0.0,21811.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1835,46.0,1,13.0,1,3.0,3.0,3.0,0,5,1,0.0,20258.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
205,29.0,3,33.0,2,3.0,3.0,2.0,0,3,1,1.0,22639.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3175,21.0,1,18.0,4,5.0,5.0,3.0,1,3,0,2.0,21278.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
692,32.0,1,9.0,3,3.0,5.0,2.0,0,2,1,1.0,21725.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1928,40.0,3,34.0,2,5.0,5.0,4.0,0,5,0,1.0,25932.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3107,22.0,1,25.0,4,4.0,3.0,3.0,0,3,1,2.0,21371.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
867,50.0,1,8.0,1,3.0,5.0,3.0,0,3,1,0.0,32856.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3783,23.0,1,14.0,4,4.0,4.0,3.0,1,3,1,1.0,21150.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
4720,53.0,1,6.0,3,4.0,4.0,2.0,0,3,1,2.0,29123.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
2198,54.0,1,23.0,2,3.0,3.0,1.0,0,5,0,0.0,25739.0,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False
4105,28.0,1,16.0,5,4.0,4.0,3.0,0,3,0,2.0,20957.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
2442,18.0,3,15.0,2,3.0,3.0,2.0,0,5,0,1.0,16611.0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
1465,36.0,1,29.0,2,1.0,3.0,5.0,0,3,0,0.0,17571.0,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False
615,27.0,1,9.0,2,3.0,3.0,2.0,0,2,1,0.0,16706.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2952,36.0,1,13.0,3,6.0,3.0,3.0,0,5,1,1.0,25324.0,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
2280,46.0,3,9.0,2,3.0,3.0,4.0,0,1,1,0.0,32465.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True
4612,36.0,3,25.0,3,4.0,3.0,3.0,0,4,1,2.0,23279.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1257,31.0,3,22.0,3,3.0,3.0,3.0,0,5,1,0.0,23161.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
2078,55.0,3,8.0,2,3.0,3.0,5.0,0,1,1,0.0,20160.0,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
2554,52.0,1,7.0,2,5.0,5.0,5.0,0,2,1,1.0,26162.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2547,35.0,1,13.0,3,4.0,3.0,3.0,0,3,1,1.0,23487.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3854,41.0,3,9.0,4,4.0,4.0,5.0,0,3,1,2.0,24355.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
979,34.0,1,35.0,2,3.0,3.0,5.0,0,3,0,0.0,20429.0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
3428,29.0,3,33.0,3,5.0,5.0,3.0,0,4,1,1.0,23402.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
3138,34.0,1,7.0,3,5.0,3.0,2.0,0,4,0,1.0,25627.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
951,41.0,3,16.0,2,5.0,4.0,2.0,0,1,1,0.0,21151.0,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False
4871,41.0,3,23.0,4,4.0,3.0,4.0,0,5,0,2.0,22222.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
290,49.0,1,16.0,2,3.0,5.0,1.0,1,3,0,0.0,33665.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1040,40.0,1,14.0,2,4.0,4.0,3.0,0,1,1,1.0,28757.0,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False
1104,29.0,1,15.0,3,1.0,3.0,7.0,0,5,1,0.0,17451.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
2402,29.0,1,8.0,2,4.0,5.0,1.0,0,4,1,1.0,18339.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
4674,54.0,3,9.0,3,5.0,4.0,4.0,0,1,1,1.0,26203.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
2830,38.0,1,21.0,4,4.0,5.0,3.0,0,4,1,1.0,21712.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2546,21.0,1,13.0,4,5.0,3.0,3.0,1,2,1,2.0,21604.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
4493,35.0,1,9.0,3,5.0,5.0,3.0,0,1,1,1.0,23059.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3451,30.0,1,21.0,3,4.0,3.0,2.0,1,5,1,1.0,26231.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
3750,32.0,3,14.0,4,4.0,5.0,4.0,0,1,1,3.0,28315.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1703,50.0,3,6.0,3,3.0,3.0,4.0,0,1,1,0.0,34517.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
416,38.0,1,8.0,2,3.0,3.0,2.0,1,5,1,1.0,16702.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3493,31.0,3,23.0,4,4.0,3.0,2.0,0,3,0,3.0,23979.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1633,57.0,1,30.0,2,1.0,3.0,4.0,1,4,1,0.0,24439.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
2381,25.0,1,9.0,2,3.0,5.0,5.0,0,5,1,0.0,16118.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
909,19.0,1,31.0,2,1.0,3.0,2.0,1,5,1,0.0,17994.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2510,37.0,1,18.0,4,5.0,4.0,3.0,0,4,1,2.0,25177.0,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1967,44.0,1,9.0,2,3.0,3.0,5.0,1,1,0,1.0,34513.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
3119,32.0,3,14.0,3,5.0,3.0,5.0,0,4,1,2.0,21007.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4477,26.0,3,33.0,3,4.0,3.0,3.0,0,4,0,1.0,24858.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3796,45.0,1,7.0,4,2.0,5.0,4.0,0,3,1,3.0,23711.0,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False
2760,50.0,1,7.0,3,5.0,3.0,2.0,1,3,1,1.0,32642.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1630,22.0,1,25.0,3,3.0,3.0,2.0,0,1,1,0.0,17323.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
2296,38.0,2,6.0,2,1.0,3.0,2.0,0,4,1,0.0,17844.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
1219,29.0,1,15.0,2,3.0,3.0,1.0,0,5,1,1.0,17974.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3497,58.0,1,7.0,4,2.0,3.0,2.0,0,3,1,3.0,23578.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4209,43.0,3,33.0,4,4.0,4.0,7.0,0,3,1,2.0,32203.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
4377,27.0,1,31.0,4,6.0,3.0,3.0,1,3,0,2.0,21018.0,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False
2488,31.0,1,7.0,3,4.0,3.0,3.0,0,3,1,1.0,22689.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3757,30.0,2,20.0,3,5.0,5.0,6.0,1,5,1,2.0,21013.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
3534,30.0,1,15.0,3,6.0,5.0,5.0,0,1,0,1.0,28393.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3135,41.0,1,16.0,3,4.0,4.0,2.0,1,4,0,2.0,22295.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
4349,34.0,1,22.0,3,4.0,3.0,2.0,1,5,1,1.0,32288.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
3698,50.0,3,18.0,4,4.0,3.0,5.0,0,4,0,2.0,23185.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2636,36.0,1,30.0,3,5.0,3.0,5.0,1,4,1,2.0,24594.0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2445,50.0,1,15.0,4,5.0,4.0,3.0,0,3,1,3.0,23808.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
3586,46.0,1,12.0,3,6.0,5.0,3.0,1,3,1,1.0,24447.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
4485,27.0,1,7.0,4,6.0,3.0,5.0,0,4,1,1.0,23042.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4238,31.0,1,35.0,4,4.0,3.0,3.0,0,3,1,3.0,24453.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
776,20.0,3,15.0,2,3.0,3.0,2.0,1,4,0,0.0,17323.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3746,36.0,1,30.0,4,6.0,3.0,2.0,0,1,1,1.0,21383.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
3875,33.0,3,7.0,3,4.0,3.0,3.0,0,5,1,1.0,29100.0,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4081,31.0,3,12.0,3,4.0,3.0,4.0,0,4,1,2.0,28097.0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
4514,33.0,1,11.0,4,5.0,3.0,3.0,0,4,1,2.0,24840.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
831,31.0,1,21.0,3,3.0,3.0,2.0,0,4,1,2.0,17610.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4096,42.0,3,27.0,4,4.0,4.0,3.0,1,4,0,2.0,21818.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
272,28.0,1,15.0,3,3.0,3.0,2.0,0,2,1,1.0,17070.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4416,54.0,3,7.0,3,4.0,5.0,2.0,0,1,1,2.0,27059.0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
3760,44.0,3,9.0,4,4.0,3.0,3.0,0,3,1,3.0,24353.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
2951,30.0,3,10.0,4,4.0,3.0,3.0,0,2,0,1.0,24239.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1770,41.0,3,8.0,2,3.0,4.0,2.0,0,3,1,1.0,31015.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2306,29.0,3,29.0,2,4.0,5.0,2.0,0,3,1,1.0,22336.0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2743,52.0,1,9.0,3,6.0,4.0,7.0,0,2,0,1.0,24160.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
3016,30.0,1,34.0,4,4.0,3.0,6.0,0,2,1,1.0,23013.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4843,29.0,3,20.0,3,4.0,4.0,7.0,0,3,1,1.0,22545.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
790,33.0,1,11.0,2,4.0,3.0,5.0,0,3,0,0.0,22119.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3808,29.0,3,7.0,3,5.0,3.0,3.0,1,1,0,1.0,25512.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
4327,43.0,1,35.0,3,5.0,3.0,2.0,0,3,0,2.0,23201.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
3529,32.0,1,10.0,3,4.0,3.0,3.0,0,4,1,2.0,22762.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1311,18.0,1,20.0,2,3.0,3.0,2.0,0,5,1,0.0,16514.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
3519,33.0,1,17.0,2,4.0,3.0,4.0,0,1,0,1.0,29922.0,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
1466,39.0,1,12.0,2,4.0,5.0,5.0,0,4,1,0.0,24991.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
1086,50.0,1,28.0,2,5.0,3.0,2.0,1,1,1,1.0,29411.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
1760,49.0,1,16.0,2,3.0,5.0,1.0,1,3,0,1.0,33665.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
3037,37.0,1,7.0,3,4.0,4.0,2.0,0,5,0,1.0,23906.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
743,59.0,1,8.0,3,4.0,3.0,4.0,1,5,0,2.0,28726.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
4030,35.0,1,12.0,3,5.0,5.0,4.0,0,1,1,2.0,30309.0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
4378,38.0,1,7.0,3,4.0,3.0,6.0,0,5,1,1.0,26169.0,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False
3415,52.0,1,18.0,3,5.0,4.0,5.0,0,1,0,2.0,31820.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
3866,36.0,1,18.0,3,4.0,3.0,2.0,1,5,0,1.0,21338.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
2703,32.0,1,36.0,4,5.0,4.0,2.0,0,3,1,3.0,22157.0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
4357,23.0,1,11.0,4,5.0,3.0,7.0,0,5,0,1.0,22572.0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
1759,28.0,1,14.0,3,3.0,3.0,2.0,0,4,1,1.0,18310.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1715,31.0,1,9.0,3,3.0,3.0,1.0,0,4,1,0.0,28675.0,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False
2101,44.0,1,14.0,3,1.0,3.0,3.0,1,3,1,0.0,17818.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
1774,39.0,1,6.0,2,1.0,3.0,1.0,0,3,1,0.0,24613.0,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False
1200,44.0,2,6.0,2,3.0,3.0,5.0,1,3,1,0.0,18195.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4083,33.0,1,13.0,3,4.0,3.0,5.0,0,1,0,2.0,21716.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
2283,39.0,1,8.0,2,3.0,3.0,1.0,0,3,1,0.0,27169.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
3327,34.0,1,16.0,3,4.0,3.0,2.0,0,2,1,1.0,21459.0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2736,32.0,3,12.0,3,4.0,4.0,3.0,0,3,0,2.0,21467.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
3707,43.0,1,19.0,3,4.0,4.0,2.0,0,1,1,2.0,21444.0,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
4373,42.0,1,9.0,4,5.0,3.0,4.0,1,1,0,1.0,25489.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
4413,34.0,3,15.0,3,4.0,3.0,2.0,0,1,0,1.0,25782.0,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False
3307,34.0,2,9.0,3,4.0,3.0,3.0,0,2,0,1.0,22278.0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4521,50.0,3,18.0,3,4.0,3.0,3.0,0,4,0,1.0,26332.0,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
235,43.0,3,22.0,3,3.0,3.0,6.0,1,3,0,1.0,31064.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
58,31.0,1,13.0,2,3.0,3.0,4.0,0,3,1,0.0,20915.0,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False
855,37.0,1,6.0,2,4.0,3.0,2.0,0,2,1,1.0,21474.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1748,26.0,1,6.0,2,3.0,4.0,2.0,0,5,1,1.0,21397.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3021,38.0,1,17.0,3,4.0,5.0,2.0,1,3,1,2.0,21460.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2804,58.0,1,7.0,3,4.0,3.0,4.0,0,3,1,2.0,25433.0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
218,45.0,3,12.0,2,4.0,3.0,7.0,0,4,1,0.0,23865.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
4103,52.0,1,10.0,4,4.0,4.0,5.0,0,5,1,2.0,32412.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
4368,30.0,1,26.0,3,4.0,3.0,6.0,0,5,1,1.0,22940.0,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False
4445,33.0,1,10.0,3,4.0,3.0,5.0,0,1,1,1.0,29837.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
4701,56.0,1,9.0,4,4.0,4.0,5.0,0,1,0,2.0,29654.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
2785,39.0,1,22.0,4,5.0,3.0,2.0,1,5,1,2.0,30188.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
4796,37.0,1,8.0,4,6.0,5.0,4.0,1,1,1,1.0,28930.0,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2247,21.0,1,16.0,2,4.0,5.0,2.0,0,3,0,1.0,16416.0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
227,29.0,3,6.0,2,3.0,3.0,2.0,0,3,1,0.0,22918.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1361,26.0,1,12.0,3,1.0,3.0,1.0,0,4,1,1.0,17544.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
1330,43.0,1,12.0,2,4.0,3.0,1.0,0,3,1,1.0,34392.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
3318,31.0,1,14.0,3,4.0,3.0,3.0,0,5,1,2.0,22169.0,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False
186,40.0,1,10.0,2,3.0,3.0,2.0,0,5,0,1.0,34033.0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
3733,39.0,2,9.0,4,4.0,4.0,7.0,0,3,1,3.0,21270.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
2284,40.0,1,20.0,2,4.0,3.0,2.0,0,3,1,1.0,34626.0,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False
4353,32.0,1,27.0,4,4.0,3.0,5.0,0,3,1,1.0,28502.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3581,23.0,1,33.0,3,5.0,3.0,3.0,1,3,0,1.0,21492.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3985,30.0,1,9.0,4,4.0,4.0,2.0,0,4,1,1.0,21381.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False
4370,32.0,3,14.0,3,5.0,3.0,2.0,0,3,1,1.0,30235.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3936,35.0,1,14.0,3,4.0,4.0,2.0,0,5,0,1.0,30672.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
3101,30.0,1,14.0,4,5.0,3.0,8.0,0,5,1,1.0,21210.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1860,43.0,1,18.0,2,4.0,4.0,2.0,0,3,1,1.0,29336.0,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True
2264,34.0,1,9.0,2,3.0,3.0,1.0,0,1,1,0.0,22756.0,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
182,41.0,3,26.0,3,3.0,4.0,2.0,1,4,0,2.0,18140.0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
1526,35.0,3,5.0,3,3.0,5.0,2.0,0,4,0,0.0,24069.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
427,60.0,3,34.0,3,4.0,5.0,5.0,0,2,1,0.0,25266.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4330,39.0,1,9.0,3,4.0,3.0,3.0,1,5,1,1.0,20380.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
3793,27.0,1,7.0,3,5.0,3.0,3.0,1,4,0,1.0,21611.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
705,39.0,3,8.0,2,1.0,3.0,1.0,0,2,1,1.0,22880.0,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
2075,38.0,1,18.0,1,4.0,5.0,3.0,0,5,1,0.0,21288.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
4129,42.0,3,13.0,4,4.0,3.0,5.0,1,1,0,1.0,32269.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2900,32.0,3,14.0,3,5.0,3.0,2.0,0,3,1,1.0,30235.0,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False
1559,46.0,3,15.0,3,4.0,3.0,2.0,0,5,1,2.0,24619.0,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
4848,26.0,1,16.0,3,4.0,5.0,5.0,0,1,1,1.0,20774.0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
253,42.0,1,23.0,2,2.0,5.0,4.0,1,2,0,0.0,21545.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
